gevd_dim_0,gevd
0,5.316680431365967
1,11.45409107208252
2,11.3999662399292
3,12.098361015319824
4,63.75774383544922
5,10.445745468139648
6,36.2372932434082
7,4.068519592285156
8,37.157649993896484
9,3.560497760772705
10,10.030916213989258
11,13.879746437072754
12,14.224387168884277
13,8.153658866882324
14,5.905760765075684
15,7.111420154571533
16,10.907105445861816
17,13.169267654418945
18,7.734766960144043
19,13.768780708312988
20,8.803814888000488
21,22.35666847229004
22,13.778882026672363
23,16.151329040527344
24,7.10004186630249
25,9.430274963378906
26,26.139596939086914
27,31.814241409301758
28,11.142538070678711
29,20.425020217895508
30,11.575332641601562
31,22.914226531982422
32,12.833088874816895
33,7.1586103439331055
34,5.998684406280518
35,9.364524841308594
36,16.999052047729492
37,20.38718605041504
38,11.374748229980469
39,19.40102195739746
40,12.789597511291504
41,5.044360637664795
42,4.615382194519043
43,4.0963029861450195
44,36.3345947265625
45,8.670052528381348
46,6.8319244384765625
47,22.0426082611084
48,5.219506740570068
49,10.673608779907227
50,12.67484188079834
51,7.658204555511475
52,4.177048683166504
53,3.8173954486846924
54,13.625980377197266
55,14.947593688964844
56,32.015193939208984
57,20.779863357543945
58,9.861059188842773
59,7.751577377319336
60,10.20754623413086
61,9.279595375061035
62,14.41666316986084
63,8.770474433898926
64,10.012317657470703
65,9.75790023803711
66,9.307755470275879
67,10.429372787475586
68,15.232306480407715
69,6.419057846069336
70,9.824546813964844
71,9.394386291503906
72,31.907995223999023
73,12.59425163269043
74,10.903916358947754
75,6.779276371002197
76,5.001621246337891
77,8.477457046508789
78,21.779672622680664
79,3.9975500106811523
80,28.539485931396484
81,14.654288291931152
82,11.987665176391602
83,44.62325668334961
84,5.517481327056885
85,18.260339736938477
86,7.5286993980407715
87,10.523458480834961
88,5.947871685028076
89,9.439884185791016
90,8.732010841369629
91,28.851055145263672
92,22.87258529663086
93,19.540916442871094
94,10.111684799194336
95,11.076348304748535
96,8.766018867492676
97,8.608752250671387
98,6.2409348487854
99,28.805461883544922
100,15.567978858947754
101,8.466726303100586
102,23.487844467163086
103,12.594148635864258
104,15.615533828735352
105,17.91018295288086
106,11.868513107299805
107,8.620844841003418
108,6.686805248260498
109,20.946165084838867
110,24.372629165649414
111,22.277198791503906
112,16.7297420501709
113,9.005830764770508
114,18.492082595825195
115,13.915054321289062
116,22.686161041259766
117,43.78406524658203
118,12.222562789916992
119,13.257450103759766
120,3.311572790145874
121,14.196368217468262
122,25.543766021728516
123,6.2021803855896
124,8.469416618347168
125,7.400601863861084
126,6.56459903717041
127,9.395040512084961
128,21.03902244567871
129,15.319611549377441
130,33.9128303527832
131,10.220224380493164
132,11.138616561889648
133,14.913503646850586
134,19.4886417388916
135,6.460521697998047
136,17.308759689331055
137,9.908406257629395
138,6.537470817565918
139,6.099533557891846
140,18.999217987060547
141,6.061423301696777
142,11.228343963623047
143,15.659213066101074
144,11.073909759521484
145,80.15422821044922
146,11.7221097946167
147,7.891133785247803
148,7.704422473907471
149,25.609363555908203
150,19.807119369506836
151,37.917179107666016
152,21.80488395690918
153,11.05094051361084
154,7.459344863891602
155,13.35753059387207
156,8.943543434143066
157,5.567032337188721
158,13.59910774230957
159,11.526460647583008
160,33.49528884887695
161,4.449780464172363
162,7.692395210266113
163,4.394821643829346
164,7.879325866699219
165,16.890424728393555
166,25.426969528198242
167,8.195598602294922
168,17.836795806884766
169,8.87503719329834
170,8.617033004760742
171,43.622737884521484
172,7.00871467590332
173,5.0078935623168945
174,22.804174423217773
175,16.010650634765625
176,12.865044593811035
177,16.744234085083008
178,11.872498512268066
179,14.219447135925293
180,8.846985816955566
181,8.977184295654297
182,5.95592737197876
183,7.474119186401367
184,9.409133911132812
185,10.415419578552246
186,11.616056442260742
187,5.391301155090332
188,30.01647186279297
189,19.02619171142578
190,20.393871307373047
191,41.994998931884766
192,9.521368026733398
193,11.53477668762207
194,34.89543533325195
195,11.337172508239746
196,4.507565975189209
197,12.534562110900879
198,16.803693771362305
199,17.620275497436523
200,11.31721019744873
201,8.657815933227539
202,10.526651382446289
203,5.8446502685546875
204,20.060300827026367
205,9.003580093383789
206,4.722774982452393
207,12.62618350982666
208,27.851110458374023
209,7.535002708435059
210,32.60335159301758
211,6.380671501159668
212,24.02802085876465
213,4.584190368652344
214,12.88583755493164
215,14.63689136505127
216,15.768560409545898
217,19.318655014038086
218,18.674270629882812
219,9.157486915588379
220,7.9585862159729
221,24.329694747924805
222,22.949636459350586
223,11.921433448791504
224,9.237329483032227
225,6.402007579803467
226,7.985309600830078
227,13.611462593078613
228,8.448514938354492
229,12.9314546585083
230,19.64076042175293
231,7.30117130279541
232,9.926291465759277
233,26.674394607543945
234,18.057331085205078
235,9.890447616577148
236,8.204838752746582
237,14.259028434753418
238,5.456201553344727
239,5.521556377410889
240,9.511115074157715
241,9.304140090942383
242,26.83138084411621
243,6.479611396789551
244,32.808109283447266
245,9.059807777404785
246,9.098236083984375
247,11.903434753417969
248,7.921638488769531
249,8.34537410736084
250,6.976204872131348
251,17.018409729003906
252,7.952722072601318
253,8.879339218139648
254,6.260107040405273
255,23.74663734436035
256,5.032177925109863
257,24.643089294433594
258,15.53240966796875
259,13.73119831085205
260,14.089557647705078
261,52.45625305175781
262,21.649694442749023
263,4.921236038208008
264,4.703117847442627
265,14.48902702331543
266,6.585055351257324
267,9.54672622680664
268,18.741609573364258
269,11.49166488647461
270,26.4248104095459
271,7.189574718475342
272,12.7669095993042
273,14.798160552978516
274,25.45305633544922
275,8.33936882019043
276,27.780643463134766
277,15.789289474487305
278,15.102362632751465
279,7.098422527313232
280,11.24452018737793
281,5.247274398803711
282,5.1347150802612305
283,3.599196195602417
284,4.967094421386719
285,19.773059844970703
286,9.28161334991455
287,6.572023391723633
288,5.634435176849365
289,19.29149055480957
290,10.566000938415527
291,17.24260139465332
292,18.570209503173828
293,7.733462810516357
294,10.278071403503418
295,7.546596050262451
296,29.76833152770996
297,23.15192222595215
298,7.054694175720215
299,3.4686734676361084
300,18.650915145874023
301,13.059000015258789
302,17.678272247314453
303,14.382280349731445
304,32.38330078125
305,9.55550479888916
306,13.043818473815918
307,10.39737319946289
308,21.53827476501465
309,13.077261924743652
310,6.008923530578613
311,6.478454113006592
312,7.663294315338135
313,6.548300743103027
314,16.149641036987305
315,10.030545234680176
316,26.387304306030273
317,15.461664199829102
318,14.851255416870117
319,16.39892578125
320,29.186017990112305
321,9.593756675720215
322,6.534346580505371
323,20.26087188720703
324,41.5754508972168
325,10.839212417602539
326,11.220643043518066
327,22.1227970123291
328,11.99162769317627
329,42.613033294677734
330,12.537549018859863
331,11.867341041564941
332,21.9461727142334
333,14.808856010437012
334,4.862290382385254
335,7.490854263305664
336,9.030765533447266
337,18.28277587890625
