seed,measurement,value
0.0,Cost,-0.123505116
0.0,Cost gap,0.06989893
0.0,Optimization time (s),26.292254514060915
0.0,Compilation time (s),91.78052736213431
0.0,STL Robustness,0.13082516
0.0,Optimization rounds,1
0.0,Final population size,8
