seed,measurement,value
38.0,Cost,9.640722
38.0,Pre-adversary cost,77.76864
38.0,Cost gap,-0.0
38.0,Optimization time (s),500.00214767456055
38.0,Compilation time (s),0.0
38.0,STL Robustness,-4.2198863
38.0,Pre-adversary STL Robustness,-74.33733
38.0,Total effort (N-s),141336.69
38.0,Optimization rounds,3
38.0,Final population size,10
38.0,Feasible,True
