,time,measurement,value
129,1641920647.04837,state_est_cov,"[[2.7902235160581768e-05, 2.8041125915478915e-05, 5.255571522866376e-05], [2.8041125915478915e-05, 4.834616993321106e-05, 8.378097845707089e-05], [5.255571522866376e-05, 8.378097845707089e-05, 0.002380525227636099]]"
130,1641920647.04837,control_command,"[0.09303653240203857, -0.06689505279064178]"
131,1641920647.04837,V,8.331653594970703
132,1641920647.1483617,state_est_mean,"[-1.9331550598144531, 0.45434877276420593, -0.3021070659160614]"
133,1641920647.1483617,state_est_cov,"[[2.8090260457247496e-05, 2.8127082259743474e-05, 5.32260601175949e-05], [2.8127082259743474e-05, 4.8451951442984864e-05, 8.452105976175517e-05], [5.322605647961609e-05, 8.452105976175517e-05, 0.0023914044722914696]]"
134,1641920647.1483617,control_command,"[0.09296272695064545, -0.12107628583908081]"
135,1641920647.1483617,V,8.241290092468262
136,1641920647.2479296,state_est_mean,"[-1.9271153211593628, 0.4491851031780243, -0.31483978033065796]"
137,1641920647.2479296,state_est_cov,"[[2.8413756808731705e-05, 2.8192749596200883e-05, 5.3877771279076114e-05], [2.819274777721148e-05, 4.851803169003688e-05, 8.514726505381986e-05], [5.387776764109731e-05, 8.514726505381986e-05, 0.0024014022201299667]]"
138,1641920647.2479296,control_command,"[0.09296754002571106, -0.11830268055200577]"
139,1641920647.2479296,V,8.197200775146484
140,1641920647.347975,state_est_mean,"[-1.9132719039916992, 0.44920623302459717, -0.3106319010257721]"
141,1641920647.347975,state_est_cov,"[[2.8656719223363325e-05, 2.8308590117376298e-05, 5.4634288972010836e-05], [2.8308590117376298e-05, 4.876242019236088e-05, 8.6032239778433e-05], [5.4634288972010836e-05, 8.6032239778433e-05, 0.0024112227838486433]]"
142,1641920647.347975,control_command,"[0.09273447841405869, -0.2147296816110611]"
143,1641920647.347975,V,8.124125480651855
144,1641920647.4483676,state_est_mean,"[-1.9037284851074219, 0.44702279567718506, -0.32130610942840576]"
145,1641920647.4483676,state_est_cov,"[[2.899304308812134e-05, 2.839229091478046e-05, 5.526010863832198e-05], [2.8392289095791057e-05, 4.8829973820829764e-05, 8.657816215418279e-05], [5.526010863832198e-05, 8.65781694301404e-05, 0.00241990783251822]]"
