,time,measurement,value
29,1642193111.7172208,state_est_cov,"[[9.147506352746859e-05, 0.00010835674038389698, 0.0001637496898183599], [0.00010835672583198175, 0.00016598605725448579, 0.00024221510102506727], [0.00016374966071452945, 0.00024221510102506727, 0.010992510244250298]]"
30,1642193111.7172208,control_command,"[0.0930529236793518, 0.04702061787247658]"
31,1642193111.7172208,V,8.340689659118652
32,1642193112.2171218,state_est_mean,"[-1.9123443365097046, 0.46845272183418274, -0.2604581117630005]"
33,1642193112.2171218,state_est_cov,"[[9.614252485334873e-05, 0.00011150549107696861, 0.00018153029668610543], [0.00011150549835292622, 0.00017029444279614836, 0.00026398850604891777], [0.00018153034034185112, 0.00026398859336040914, 0.01135766040533781]]"
34,1642193112.2171218,control_command,"[0.09221798926591873, -0.34202542901039124]"
35,1642193112.2171218,V,8.159931182861328
36,1642193112.717135,state_est_mean,"[-1.8598930835723877, 0.47283095121383667, -0.37059447169303894]"
37,1642193112.717135,state_est_cov,"[[9.929297812050208e-05, 0.00011189929500687867, 0.00018945624469779432], [0.00011189930228283629, 0.00016850118117872626, 0.00026998386601917446], [0.00018945628835354, 0.0002699838951230049, 0.011594189330935478]]"
38,1642193112.717135,control_command,"[0.08593255281448364, -0.9735333919525146]"
39,1642193112.717135,V,7.966769218444824
40,1642193113.2180223,state_est_mean,"[-1.818315863609314, 0.4677569568157196, -0.7636851072311401]"
41,1642193113.2180223,state_est_cov,"[[0.00010345115879317746, 0.00011219832231290638, 0.00020109832985326648], [0.00011219834414077923, 0.00016660014807712287, 0.00026773117133416235], [0.00020109835895709693, 0.00026773117133416235, 0.011831740848720074]]"
42,1642193113.2180223,control_command,"[0.0043521239422261715, -2.53228497505188]"
43,1642193113.2180223,V,7.941431045532227
44,1642193113.7172813,state_est_mean,"[-1.809653639793396, 0.4747526943683624, -1.9013471603393555]"
45,1642193113.7172813,state_est_cov,"[[9.919737203745171e-05, 0.000104523278423585, 8.914877253118902e-05], [0.00010452325659571216, 0.00015316589269787073, 0.00011374927998986095], [8.914877980714664e-05, 0.0001137493018177338, 0.012432940304279327]]"
46,1642193113.7172813,control_command,"[0.07274625450372696, -1.5811967849731445]"
47,1642193113.7172813,V,7.9919514656066895
48,1642193114.2180226,state_est_mean,"[-1.8395100831985474, 0.4279533922672272, -2.672123908996582]"
49,1642193114.2180226,state_est_cov,"[[9.8066171631217e-05, 0.00010577090142760426, 4.574456761474721e-05], [0.00010577088687568903, 0.0001583320408826694, 1.8560482203611173e-05], [4.574452759698033e-05, 1.8560478565632366e-05, 0.012470253743231297]]"
50,1642193114.2180226,control_command,"[0.005962948780506849, 2.5298492908477783]"
51,1642193114.2180226,V,7.811686992645264
52,1642193114.7172444,state_est_mean,"[-1.8470964431762695, 0.42713892459869385, -1.5237176418304443]"
53,1642193114.7172444,state_est_cov,"[[9.936127025866881e-05, 0.0001100680383387953, 1.547864667372778e-05], [0.0001100680383387953, 0.0001683600276010111, 1.476482611906249e-05], [1.547863575979136e-05, 1.4764817933610175e-05, 0.01300899963825941]]"
54,1642193114.7172444,control_command,"[0.07907979935407639, 1.3366899490356445]"
55,1642193114.7172444,V,7.821796417236328
56,1642193115.2171366,state_est_mean,"[-1.8411650657653809, 0.39199838042259216, -0.8451616764068604]"
57,1642193115.2171366,state_est_cov,"[[0.00010502008080948144, 0.00011897532385773957, 0.00013183146074879915], [0.00011897534568561241, 0.0001861272321548313, 0.00015497377899009734], [0.00013183150440454483, 0.0001549737498862669, 0.013090488500893116]]"
58,1642193115.2171366,control_command,"[0.09306764602661133, 0.013407272286713123]"
59,1642193115.2171366,V,7.74105978012085
60,1642193115.7170877,state_est_mean,"[-1.815008521080017, 0.35404160618782043, -0.7712613940238953]"
61,1642193115.7170877,state_est_cov,"[[0.00011381044896552339, 0.00013097275223117322, 0.0002184552140533924], [0.000130972737679258, 0.00020842294907197356, 0.0002938623074442148], [0.00021845517039764673, 0.00029386236565187573, 0.013037357479333878]]"
62,1642193115.7170877,control_command,"[0.03386915475130081, -2.3612349033355713]"
63,1642193115.7170877,V,7.654297828674316
64,1642193116.2165518,state_est_mean,"[-1.8084899187088013, 0.3396396338939667, -1.8743534088134766]"
65,1642193116.2165518,state_est_cov,"[[0.0001147566144936718, 0.00013436567678581923, 0.00015106664795894176], [0.00013436567678581923, 0.0002180739538744092, 0.00020011956803500652], [0.00015106663340702653, 0.0002001195534830913, 0.013216626830399036]]"
66,1642193116.2165518,control_command,"[0.09132353216409683, -0.48865604400634766]"
67,1642193116.2165518,V,7.622185707092285
68,1642193116.7170742,state_est_mean,"[-1.8168151378631592, 0.31247061491012573, -2.081972599029541]"
69,1642193116.7170742,state_est_cov,"[[0.00011632902169367298, 0.00014224299229681492, 0.00011856668425025418], [0.0001422430359525606, 0.0002402163518127054, 0.00010719813872128725], [0.00011856666969833896, 0.0001071980586857535, 0.01266100350767374]]"
70,1642193116.7170742,control_command,"[0.07437926530838013, 1.523787260055542]"
71,1642193116.7170742,V,7.5318450927734375
72,1642193117.2181532,state_est_mean,"[-1.829573392868042, 0.270406574010849, -1.4465535879135132]"
73,1642193117.2181532,state_est_cov,"[[0.00012068794603692368, 0.0001506425760453567, 0.00012185328523628414], [0.0001506425760453567, 0.00025909359101206064, 0.0001281976728932932], [0.00012185327796032652, 0.0001281976728932932, 0.012582885101437569]]"
74,1642193117.2181532,control_command,"[0.0740322396159172, 1.5362740755081177]"
75,1642193117.2181532,V,7.426307678222656
76,1642193117.71817,state_est_mean,"[-1.8250150680541992, 0.23390811681747437, -0.767792284488678]"
77,1642193117.71817,state_est_cov,"[[0.0001274579408345744, 0.00016376544954255223, 0.0001790832175174728], [0.00016376546409446746, 0.00028997231856919825, 0.00025073092547245324], [0.00017908327572513372, 0.00025073092547245324, 0.012790673412382603]]"
78,1642193117.71817,control_command,"[0.09266459941864014, 0.23604905605316162]"
79,1642193117.71817,V,7.307143688201904
80,1642193118.2166963,state_est_mean,"[-1.7920562028884888, 0.21197444200515747, -0.7050708532333374]"
81,1642193118.2166963,state_est_cov,"[[0.0001380600588163361, 0.00018129739328287542, 0.0002611426170915365], [0.00018129742238670588, 0.00032840410131029785, 0.00041363766649737954], [0.0002611426170915365, 0.00041363760828971863, 0.01291324570775032]]"
82,1642193118.2166963,control_command,"[0.0903097465634346, -0.6127020716667175]"
83,1642193118.2166963,V,7.13275671005249
84,1642193118.7170606,state_est_mean,"[-1.7800711393356323, 0.1682429015636444, -0.9672317504882812]"
85,1642193118.7170606,state_est_cov,"[[0.00014896214997861534, 0.00019646715372800827, 0.0003092027036473155], [0.00019646711007226259, 0.0003598031762521714, 0.0004841220797970891], [0.0003092027036473155, 0.00048412213800475, 0.01287764497101307]]"
86,1642193118.7170606,control_command,"[0.09040343016386032, 0.602363646030426]"
87,1642193118.7170606,V,6.936504364013672
88,1642193119.2170463,state_est_mean,"[-1.762858271598816, 0.13021628558635712, -0.7329232096672058]"
89,1642193119.2170463,state_est_cov,"[[0.0001577026123413816, 0.00021415733499452472, 0.0003393147198949009], [0.0002141573204426095, 0.00040608085691928864, 0.0005544645828194916], [0.00033931469079107046, 0.0005544645828194916, 0.012846384197473526]]"
90,1642193119.2170463,control_command,"[0.09230022877454758, 0.3251514136791229]"
91,1642193119.2170463,V,6.740035533905029
92,1642193119.7170966,state_est_mean,"[-1.7391533851623535, 0.10029498487710953, -0.668982982635498]"
93,1642193119.7170966,state_est_cov,"[[0.00016855158901307732, 0.00023328492534346879, 0.0003672110615298152], [0.00023328489623963833, 0.000454167922725901, 0.0006346023874357343], [0.0003672110033221543, 0.0006346023292280734, 0.012857361696660519]]"
94,1642193119.7170966,control_command,"[0.0924644023180008, 0.2884751260280609]"
95,1642193119.7170966,V,6.536640644073486
96,1642193120.2170749,state_est_mean,"[-1.6988489627838135, 0.10517597198486328, -0.4679914116859436]"
97,1642193120.2170749,state_est_cov,"[[0.00017994630616158247, 0.00025161492521874607, 0.0003915313573088497], [0.00025161492521874607, 0.0004995543858967721, 0.0006975362193770707], [0.0003915313573088497, 0.0006975362193770707, 0.012866185046732426]]"
98,1642193120.2170749,control_command,"[0.0876055583357811, -0.8557808995246887]"
99,1642193120.2170749,V,6.37258768081665
100,1642193120.7170007,state_est_mean,"[-1.6766592264175415, 0.05990325286984444, -0.975275456905365]"
101,1642193120.7170007,state_est_cov,"[[0.00019148665887769312, 0.00025975622702389956, 0.00040028459625318646], [0.00025975622702389956, 0.0005067444872111082, 0.0006864768220111728], [0.000400284567149356, 0.0006864768802188337, 0.0128381522372365]]"
102,1642193120.7170007,control_command,"[0.0850645899772644, 1.0285353660583496]"
103,1642193120.7170007,V,6.09738826751709
104,1642193121.2170644,state_est_mean,"[-1.6602457761764526, 0.035837650299072266, -0.564548671245575]"
105,1642193121.2170644,state_est_cov,"[[0.00019894885190296918, 0.0002731734130065888, 0.0004076651530340314], [0.0002731734421104193, 0.000553142512217164, 0.0007145299459807575], [0.0004076651530340314, 0.0007145299459807575, 0.012877621687948704]]"
106,1642193121.2170644,control_command,"[0.09259265661239624, 0.25614097714424133]"
107,1642193121.2170644,V,5.938080310821533
108,1642193121.7166634,state_est_mean,"[-1.6358498334884644, -0.007313402369618416, -0.4927228093147278]"
109,1642193121.7166634,state_est_cov,"[[0.00020965369185432792, 0.00028896346339024603, 0.00042170617962256074], [0.0002889634342864156, 0.000594815646763891, 0.0007810363313183188], [0.00042170617962256074, 0.0007810363895259798, 0.012922038324177265]]"
110,1642193121.7166634,control_command,"[0.060293685644865036, 1.9311496019363403]"
111,1642193121.7166634,V,5.729025363922119
112,1642193122.2169466,state_est_mean,"[-1.615926742553711, -0.031231332570314407, 0.37095877528190613]"
113,1642193122.2169466,state_est_cov,"[[0.00021131426910869777, 0.00029280694434419274, 0.0003425304894335568], [0.00029280694434419274, 0.000620037957560271, 0.0007123428513295949], [0.00034253051853738725, 0.0007123429095372558, 0.01302444376051426]]"
114,1642193122.2169466,control_command,"[0.09192516654729843, 0.39621663093566895]"
115,1642193122.2169466,V,5.681304931640625
116,1642193122.7169807,state_est_mean,"[-1.5901075601577759, -0.005073080770671368, 0.5706109404563904]"
117,1642193122.7169807,state_est_cov,"[[0.00021614209981635213, 0.0002918695390690118, 0.0002449581224936992], [0.00029186950996518135, 0.0006241268129087985, 0.0006441888399422169], [0.00024495815159752965, 0.0006441888981498778, 0.012716822326183319]]"
118,1642193122.7169807,control_command,"[0.09202764928340912, -0.3781539797782898]"
119,1642193122.7169807,V,5.4598798751831055
120,1642193123.2171478,state_est_mean,"[-1.527718424797058, 0.02996322326362133, 0.3679339587688446]"
121,1642193123.2171478,state_est_cov,"[[0.00022001558681949973, 0.00028159239445813, 0.00018877814000006765], [0.00028159236535429955, 0.0005817188648506999, 0.0005357809131965041], [0.0001887781691038981, 0.0005357807967811823, 0.012399968691170216]]"
122,1642193123.2171478,control_command,"[0.05263707786798477, -2.0906617641448975]"
123,1642193123.2171478,V,5.181437015533447
124,1642193123.7170587,state_est_mean,"[-1.477964997291565, 0.0503145232796669, -0.5763106346130371]"
125,1642193123.7170587,state_est_cov,"[[0.00022734084632247686, 0.00026774939033202827, 0.00021677033510059118], [0.0002677494194358587, 0.0005347924306988716, 0.0004537392233032733], [0.0002167703496525064, 0.0004537392233032733, 0.01270168088376522]]"
126,1642193123.7170587,control_command,"[0.09229698777198792, -0.3258323669433594]"
127,1642193123.7170587,V,4.977940559387207
128,1642193124.2170599,state_est_mean,"[-1.4686479568481445, 0.020781392231583595, -0.7523168921470642]"
129,1642193124.2170599,state_est_cov,"[[0.00024183379719033837, 0.0002595956320874393, 0.00033115956466645], [0.0002595956320874393, 0.000510185316670686, 0.0005328874685801566], [0.00033115956466645, 0.0005328875267878175, 0.012901793234050274]]"
130,1642193124.2170599,control_command,"[0.09059357643127441, 0.5807815194129944]"
131,1642193124.2170599,V,4.791863441467285
132,1642193124.717113,state_est_mean,"[-1.4062615633010864, 0.0006568701937794685, -0.4464351236820221]"
133,1642193124.717113,state_est_cov,"[[0.00024811088223941624, 0.0002639450831338763, 0.00038324701017700136], [0.0002639451122377068, 0.0005299153854139149, 0.0006209808634594083], [0.0003832470392808318, 0.0006209808634594083, 0.0130043625831604]]"
134,1642193124.717113,control_command,"[0.09282373636960983, 0.18389864265918732]"
135,1642193124.717113,V,4.344971656799316
136,1642193125.2164996,state_est_mean,"[-1.3792937994003296, -0.028434686362743378, -0.3545270264148712]"
137,1642193125.2164996,state_est_cov,"[[0.00026412171428091824, 0.000257479608990252, 0.00038675268297083676], [0.00025747966719791293, 0.0005293730064295232, 0.0006701517850160599], [0.00038675268297083676, 0.000670151726808399, 0.012990906834602356]]"
138,1642193125.2164996,control_command,"[0.06522788852453232, 1.8082650899887085]"
139,1642193125.2164996,V,4.250448226928711
140,1642193125.716544,state_est_mean,"[-1.3252441883087158, -0.01500648818910122, 0.5606676936149597]"
141,1642193125.716544,state_est_cov,"[[0.00026318515301682055, 0.00024503996246494353, 0.0002794553292915225], [0.00024503996246494353, 0.0005186715279705822, 0.00059306196635589], [0.00027945530018769205, 0.0005930619081482291, 0.013009526766836643]]"
142,1642193125.716544,control_command,"[0.09039332717657089, -0.6034877300262451]"
143,1642193125.716544,V,3.8733301162719727
144,1642193126.2172298,state_est_mean,"[-1.286167025566101, 0.0016960519133135676, 0.31595200300216675]"
145,1642193126.2172298,state_est_cov,"[[0.00026468996657058597, 0.00021081214072182775, 0.00013780627341475338], [0.00021081212616991252, 0.00045724702067673206, 0.0004966745036654174], [0.00013780630251858383, 0.0004966746200807393, 0.012726588174700737]]"
146,1642193126.2172298,control_command,"[0.07883074134588242, -1.3475606441497803]"
147,1642193126.2172298,V,3.612647533416748
148,1642193126.7170174,state_est_mean,"[-1.2425651550292969, 0.019551105797290802, -0.36752280592918396]"
149,1642193126.7170174,state_est_cov,"[[0.00026909157168120146, 0.00019029018585570157, 0.00016164661792572588], [0.00019029021495953202, 0.00042365799890831113, 0.00046636362094432116], [0.00016164666158147156, 0.00046636362094432116, 0.01271887868642807]]"
150,1642193126.7170174,control_command,"[0.09220917522907257, 0.3437822461128235]"
151,1642193126.7170174,V,3.3810744285583496
152,1642193127.2168097,state_est_mean,"[-1.198607087135315, 0.003236745949834585, -0.18689478933811188]"
153,1642193127.2168097,state_est_cov,"[[0.00027592701371759176, 0.00016886986850295216, 0.00022007034567650408], [0.0001688698393991217, 0.0003929166414309293, 0.0004839338653255254], [0.00022007034567650408, 0.00048393383622169495, 0.012710826471447945]]"
154,1642193127.2168097,control_command,"[0.09305129945278168, 0.04935053363442421]"
155,1642193127.2168097,V,3.113424777984619
156,1642193127.7172103,state_est_mean,"[-1.153803825378418, 0.004536368418484926, -0.13557255268096924]"
157,1642193127.7172103,state_est_cov,"[[0.0002840491652023047, 0.00014752491551917046, 0.00021306784765329212], [0.00014752490096725523, 0.0003789689508266747, 0.0005019300733692944], [0.00021306780399754643, 0.0005019300151616335, 0.012649170123040676]]"
158,1642193127.7172103,control_command,"[0.0930686891078949, -0.005963822826743126]"
159,1642193127.7172103,V,2.874213933944702
160,1642193128.2166874,state_est_mean,"[-1.1227673292160034, -0.010775251314043999, -0.1893465220928192]"
161,1642193128.2166874,state_est_cov,"[[0.00028919806936755776, 0.00012230889115016907, 0.00018483982421457767], [0.00012230887659825385, 0.0003578538598958403, 0.0004900714848190546], [0.00018483979511074722, 0.0004900714848190546, 0.01254275906831026]]"
162,1642193128.2166874,control_command,"[0.08845564723014832, 0.7882365584373474]"
163,1642193128.2166874,V,2.7184505462646484
164,1642193128.7167194,state_est_mean,"[-1.0905053615570068, -0.01577884703874588, 0.18884487450122833]"
165,1642193128.7167194,state_est_cov,"[[0.00029392956639640033, 0.00010201594704994932, 0.0001293534878641367], [0.00010201596160186455, 0.0003485405759420246, 0.00047387307859025896], [0.00012935351696796715, 0.0004738731076940894, 0.012481797486543655]]"
166,1642193128.7167194,control_command,"[0.09282048046588898, -0.18511441349983215]"
167,1642193128.7167194,V,2.560513973236084
168,1642193129.2166944,state_est_mean,"[-1.0525356531143188, -0.022365232929587364, 0.13999047875404358]"
169,1642193129.2166944,state_est_cov,"[[0.00029767153318971395, 7.922323857201263e-05, 5.6350574595853686e-05], [7.922326767584309e-05, 0.0003366859455127269, 0.00046024919720366597], [5.635059278574772e-05, 0.00046024919720366597, 0.012391168624162674]]"
170,1642193129.2166944,control_command,"[0.09301609545946121, -0.08541853725910187]"
171,1642193129.2166944,V,2.3817710876464844
172,1642193129.7170362,state_est_mean,"[-0.9901488423347473, -0.008308383636176586, 0.12936775386333466]"
173,1642193129.7170362,state_est_cov,"[[0.000305171066429466, 5.585302642430179e-05, 1.3144096556061413e-05], [5.585303733823821e-05, 0.0003318053495604545, 0.000457726331660524], [1.3144080185156781e-05, 0.000457726331660524, 0.012331724166870117]]"
174,1642193129.7170362,control_command,"[0.09291848540306091, -0.14408721029758453]"
175,1642193129.7170362,V,2.0948426723480225
176,1642193130.2169771,state_est_mean,"[-0.9543975591659546, 0.0031197424978017807, 0.0932808443903923]"
177,1642193130.2169771,state_est_cov,"[[0.00030985288321971893, 1.8516591808293015e-05, -3.4681808756431565e-05], [1.851662091212347e-05, 0.00031349778873845935, 0.0004390617541503161], [-3.4681794204516336e-05, 0.0004390617832541466, 0.012271631509065628]]"
178,1642193130.2169771,control_command,"[0.09199698269367218, -0.3836503326892853]"
179,1642193130.2169771,V,1.9421939849853516
180,1642193130.7155771,state_est_mean,"[-0.917975127696991, -0.0231032632291317, -0.20025593042373657]"
181,1642193130.7155771,state_est_cov,"[[0.00031289717298932374, -8.354797500942368e-06, -4.161442120675929e-05], [-8.35479295346886e-06, 0.00030255925958044827, 0.00042755412869155407], [-4.161444303463213e-05, 0.00042755412869155407, 0.01224142499268055]]"
182,1642193130.7155771,control_command,"[0.0896412655711174, 0.6816547513008118]"
183,1642193130.7155771,V,1.7998532056808472
184,1642193131.217199,state_est_mean,"[-0.8842796683311462, -0.020474106073379517, 0.11518684029579163]"
185,1642193131.217199,state_est_cov,"[[0.0003263501275796443, -3.265258783358149e-05, -5.1428956794552505e-05], [-3.2652573281666264e-05, 0.000319058308377862, 0.00044748542131856084], [-5.142892769072205e-05, 0.00044748547952622175, 0.012283388525247574]]"
186,1642193131.217199,control_command,"[0.09294815361499786, -0.12911449372768402]"
187,1642193131.217199,V,1.668226718902588
188,1642193131.7171843,state_est_mean,"[-0.8432590365409851, -0.032266758382320404, 0.020385200157761574]"
189,1642193131.7171843,state_est_cov,"[[0.00033269525738433003, -5.987014446873218e-05, -0.00010293438390363008], [-5.987012627883814e-05, 0.0003227322013117373, 0.00045742158545181155], [-0.00010293436935171485, 0.00045742158545181155, 0.012278091162443161]]"
190,1642193131.7171843,control_command,"[0.0929432138800621, 0.1317254602909088]"
191,1642193131.7171843,V,1.519214153289795
192,1642193132.2165575,state_est_mean,"[-0.774408221244812, -0.016493309289216995, 0.16731715202331543]"
193,1642193132.2165575,state_est_cov,"[[0.0003435049729887396, -9.048649371834472e-05, -0.00014125231245998293], [-9.04864864423871e-05, 0.00034009042428806424, 0.0004834263236261904], [-0.0001412523415638134, 0.0004834263236261904, 0.012295728549361229]]"
194,1642193132.2165575,control_command,"[0.09242075681686401, -0.2986704707145691]"
195,1642193132.2165575,V,1.2788792848587036
196,1642193132.7164514,state_est_mean,"[-0.7210181951522827, -0.00027009937912225723, 0.03838707506656647]"
197,1642193132.7164514,state_est_cov,"[[0.00034739187685772777, -0.00013524136738851666, -0.00020614299864973873], [-0.0001352413382846862, 0.0003485037887003273, 0.0004933374002575874], [-0.00020614301320165396, 0.0004933374002575874, 0.01230331975966692]]"
198,1642193132.7164514,control_command,"[0.09306100755929947, -0.0331098698079586]"
199,1642193132.7164514,V,1.1085485219955444
200,1642193133.217398,state_est_mean,"[-0.6646665930747986, -0.004820551257580519, 0.012764180079102516]"
201,1642193133.217398,state_est_cov,"[[0.00035088477306999266, -0.0001738790888339281, -0.00023972401686478406], [-0.00017387910338584334, 0.0003617503971327096, 0.0005065389559604228], [-0.00023972401686478406, 0.0005065390141680837, 0.012300658039748669]]"
202,1642193133.217398,control_command,"[0.09305765479803085, 0.0394747331738472]"
203,1642193133.217398,V,0.9450387954711914
204,1642193133.713812,state_est_mean,"[-0.6020904779434204, -0.024738792330026627, -0.021858975291252136]"
205,1642193133.713812,state_est_cov,"[[0.0003589090774767101, -0.00021480735449586064, -0.00027944330940954387], [-0.0002148073399439454, 0.0003946259093936533, 0.0005421151290647686], [-0.00027944330940954387, 0.0005421150708571076, 0.012328540906310081]]"
206,1642193133.713812,control_command,"[0.09277705103158951, 0.2006176859140396]"
207,1642193133.713812,V,0.7813728451728821
208,1642193134.2168715,state_est_mean,"[-0.5507959723472595, -0.02925783395767212, 0.04558194801211357]"
209,1642193134.2168715,state_est_cov,"[[0.00037153164157643914, -0.0002647747751325369, -0.0003338431124575436], [-0.0002647747751325369, 0.00045426300494000316, 0.000608530652243644], [-0.0003338430542498827, 0.0006085305358283222, 0.012401913292706013]]"
210,1642193134.2168715,control_command,"[0.0930476039648056, 0.05428954213857651]"
211,1642193134.2168715,V,0.6585426330566406
212,1642193134.7172425,state_est_mean,"[-0.5176621079444885, -0.013579574413597584, 0.11103633046150208]"
213,1642193134.7172425,state_est_cov,"[[0.0003852384106721729, -0.000314242992317304, -0.000390853761928156], [-0.00031424305052496493, 0.0005150483339093626, 0.0006720778765156865], [-0.000390853761928156, 0.0006720777601003647, 0.012472325004637241]]"
214,1642193134.7172425,control_command,"[0.09283885359764099, -0.17814616858959198]"
215,1642193134.7172425,V,0.5828585028648376
216,1642193135.216511,state_est_mean,"[-0.4705546498298645, -0.03011646866798401, 0.023366156965494156]"
217,1642193135.216511,state_est_cov,"[[0.00039697287138551474, -0.00035017309710383415, -0.00042453085188753903], [-0.0003501730680000037, 0.000552221667021513, 0.0006997021846473217], [-0.00042453082278370857, 0.0006997021264396608, 0.012499303556978703]]"
218,1642193135.216511,control_command,"[0.09294269233942032, 0.13199691474437714]"
219,1642193135.216511,V,0.4878885746002197
220,1642193135.7135231,state_est_mean,"[-0.43922510743141174, -0.042286764830350876, 0.048377685248851776]"
221,1642193135.7135231,state_est_cov,"[[0.00040757478564046323, -0.0003929946105927229, -0.0004635385994333774], [-0.0003929946105927229, 0.000620315782725811, 0.0007661508279852569], [-0.0004635385994333774, 0.000766150769777596, 0.01257555466145277]]"
222,1642193135.7135231,control_command,"[0.0929177850484848, 0.14442178606987]"
223,1642193135.7135231,V,0.4306269884109497
224,1642193136.2167246,state_est_mean,"[-0.3942550718784332, -0.030233904719352722, 0.16158998012542725]"
225,1642193136.2167246,state_est_cov,"[[0.00042216922156512737, -0.00043582351645454764, -0.0005054038483649492], [-0.0004358234873507172, 0.0006919426959939301, 0.0008333841105923057], [-0.0005054037901572883, 0.0008333841105923057, 0.012657086364924908]]"
226,1642193136.2167246,control_command,"[0.09280632436275482, -0.19030863046646118]"
227,1642193136.2167246,V,0.3505983352661133
228,1642193136.7170873,state_est_mean,"[-0.3452458083629608, -0.03149370849132538, 0.10785171389579773]"
229,1642193136.7170873,state_est_cov,"[[0.0004324685432948172, -0.00047549078590236604, -0.0005441454122774303], [-0.00047549078590236604, 0.0007473250734619796, 0.0008782795630395412], [-0.0005441454122774303, 0.0008782796794548631, 0.01271764561533928]]"
230,1642193136.7170873,control_command,"[0.09306596219539642, -0.02028481848537922]"
231,1642193136.7170873,V,0.27535632252693176
232,1642193137.218287,state_est_mean,"[-0.29226863384246826, -0.03871568664908409, 0.11793378740549088]"
233,1642193137.218287,state_est_cov,"[[0.0004392463597469032, -0.0005155157414264977, -0.0005767985712736845], [-0.0005155157414264977, 0.0008178871357813478, 0.0009392550564371049], [-0.0005767986294813454, 0.0009392551728524268, 0.012789330445230007]]"
234,1642193137.218287,control_command,"[0.09304933995008469, 0.052014876157045364]"
235,1642193137.218287,V,0.20611566305160522
236,1642193137.7157118,state_est_mean,"[-0.24916072189807892, -0.017477598041296005, 0.12566737830638885]"
237,1642193137.7157118,state_est_cov,"[[0.00044539006194099784, -0.0005593128735199571, -0.0006169097032397985], [-0.000559312931727618, 0.0009054365800693631, 0.0010178507072851062], [-0.0006169097614474595, 0.0010178505908697844, 0.012886427342891693]]"
238,1642193137.7157118,control_command,"[0.09297238290309906, -0.11544549465179443]"
239,1642193137.7157118,V,0.15469665825366974
240,1642193138.2163284,state_est_mean,"[-0.220926895737648, -0.002212374471127987, 0.08688902109861374]"
241,1642193138.2163284,state_est_cov,"[[0.0004531390150077641, -0.000591993157286197, -0.0006316099897958338], [-0.000591993157286197, 0.0009574866271577775, 0.0010442245984449983], [-0.0006316099315881729, 0.0010442243656143546, 0.012905153445899487]]"
